;entrydate;title;gender;city;age;salary;experience;last_job;updated;link
1886;09.04.2020;Резюме Менеджер по развитию бизнеса;Мужчина;Сыктывкар;37;50;6;Накта-Кредит-Регионы;07.04.2020;https://hh.ru/resume/5bfd03c50003060b5c0039ed1f767738655741
1887;09.04.2020;Резюме Региональный менеджер;Мужчина;Кемерово;33;100;8;ТехноНИКОЛЬ;07.04.2020;https://hh.ru/resume/2815f2ee00022f65550039ed1f7958764c6753
1888;09.04.2020;Резюме Менеджер по  продажам;Мужчина;Москва;63;60;12;"""ДВМ Груп""";07.04.2020;https://hh.ru/resume/06b2df0f0001f620380039ed1f4f7634434e52
1889;09.04.2020;Резюме Менеджер по продажам промышленного оборудования;Мужчина;Нижний Новгород;29;50;null;"ООО ""Дурма Русия""";07.04.2020;https://hh.ru/resume/df365dc90001f557380039ed1f457066367754
1890;09.04.2020;Резюме Торговый представитель, торговый агент;Мужчина;Мурманск;32;40;10;"Пивоваренная компания ?Балтика?, часть Carlsberg Group""";07.04.2020;https://hh.ru/resume/6cdbe329000307f4280039ed1f6c4c57437839
1891;09.04.2020;Резюме Региональный менеджер;Мужчина;Новосибирск;46;50;null;"ООО "" Восток-Полимер""";07.04.2020;https://hh.ru/resume/eff678ec0007c59f250039ed1f4b5957624a7a
1892;09.04.2020;Резюме Торговый представитель;Мужчина;Симферополь;25;45;5;ООО ?Виса?;07.04.2020;https://hh.ru/resume/851a81340007e64c7f0039ed1f334f50444875
1893;09.04.2020;Резюме Ведущий менеджер по продажам;Женщина;Уфа;36;35;7;АФ БАНК, ОАО;07.04.2020;https://hh.ru/resume/6244dea10006c45feb0039ed1f664337397063
1894;09.04.2020;Резюме Территориальный супервайзер,руководитель отдела продаж.;Мужчина;Новосибирск;27;70;8;Самсунг, Группа компаний;07.04.2020;https://hh.ru/resume/30322b1500059129440039ed1f674337435131
1895;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Ставрополь;25;50;null;"АО ""Оптрон-Ставрополь""";07.04.2020;https://hh.ru/resume/d952302f0004c855a10039ed1f33713557784d
1896;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;0;70;null;Банк Точка;07.04.2020;https://hh.ru/resume/5e8cabd20002d792f30039ed1f6d696f426f75
1897;09.04.2020;Резюме Менеджер по продажам  HoReCa / Специалист  по оборудованию разливного пива;Мужчина;Санкт-Петербург;41;59;18;Ооо Аль- трейд;07.04.2020;https://hh.ru/resume/9378ec6f00017b340d0039ed1f4872717a4c4f
1898;09.04.2020;Резюме Руководитель отдела продаж;Мужчина;Санкт-Петербург;26;60;8;ИП Маркелов Е.В.;07.04.2020;https://hh.ru/resume/ef29cb660007c31f9a0039ed1f4b42724b6a62
1899;09.04.2020;Резюме Торговый представитель;Мужчина;Ессентуки;37;38;6;Efes Rus;07.04.2020;https://hh.ru/resume/ef5b94ea000281556c0039ed1f4f5147725351
1900;09.04.2020;Резюме менеджер по продажам;Мужчина;Пермь;42;45;12;Окна-Пермь;07.04.2020;https://hh.ru/resume/652a28060003d0c1300039ed1f6e4467504e4d
1901;09.04.2020;Резюме Торговый представитель;Мужчина;Набережные Челны;35;40;10;Творческая группа;07.04.2020;https://hh.ru/resume/134d106b000627e4010039ed1f376f7476737a
1902;09.04.2020;Резюме Менеджер по продажам;Мужчина;Мытищи;26;70;6;"ООО ""Реатон Плюс""";07.04.2020;https://hh.ru/resume/25b8a07400035c36c50039ed1f56306c766855
1903;09.04.2020;Резюме Менеджер по активным продажам;Мужчина;Иркутск;38;50;5;ООО Поли- Флоор Иркутск;07.04.2020;https://hh.ru/resume/3a4b7d8800055fcde60039ed1f3530545a6876
1904;09.04.2020;Резюме Менеджер по продажам дверных и оконных блоковот (г.Клин, Леруа Мерлен);Мужчина;Клин;55;40;18;Индивидуальное предпринимательство / частная практика / фриланс;07.04.2020;https://hh.ru/resume/eeb82a690007b61bad0039ed1f53734650467a
1905;09.04.2020;Резюме Менеджер по активным продажам;Мужчина;Архангельск;28;50;5;Аксель, Группа компаний;07.04.2020;https://hh.ru/resume/d67885f50003ad635a0039ed1f6f3039794953
1906;09.04.2020;Резюме Торговый представитель;Женщина;Березовский (Свердловская область);30;35;6;ООО Восход Авто;07.04.2020;https://hh.ru/resume/b2c8042e0007d40cdd0039ed1f41424942344b
1907;09.04.2020;Резюме Региональный менеджер по работе с ключевыми клиентами;Женщина;Краснодар;30;50;9;Рекламное агенство ArtPromo;07.04.2020;https://hh.ru/resume/d4590d85000720ac950039ed1f466747384161
1908;09.04.2020;Резюме Региональный супервайзер по продажам;Женщина;Казань;36;70;12;ТС Элина;07.04.2020;https://hh.ru/resume/e9141888000271e6470039ed1f4c6554585066
1909;09.04.2020;Резюме Директор Торгового представительства;Мужчина;Краснодар;44;100;14;"ООО ""Венский цех""";07.04.2020;https://hh.ru/resume/797e9349000759a98a0039ed1f4143394a6f4c
1910;09.04.2020;Резюме Менеджер по продажам;Женщина;Москва;48;70;19;"ООО ""ГрантТорг""";07.04.2020;https://hh.ru/resume/6e16f6c2000294e00d0039ed1f634c49653339
1911;09.04.2020;Резюме Специалист по экспортным продажам;Мужчина;Владивосток;37;100;11;Канадские Каркасные Крыши;07.04.2020;https://hh.ru/resume/51d211e00005d456ce0039ed1f637146434731
1912;09.04.2020;Резюме Менеджер по продажам;Мужчина;Казань;23;40;null;ПАО Ак барс банк ;07.04.2020;https://hh.ru/resume/222fdf7600038ff0dc0039ed1f775a30624c6f
1913;09.04.2020;Резюме Региональный менеджер;Мужчина;Котлас;51;40;9;"ООО ""Эксист-Сеть"", ООО ""Эксист-М"" (EXIST.RU)";07.04.2020;https://hh.ru/resume/3efae8ea00053d095c0039ed1f35796d63674b
1914;09.04.2020;Резюме Торговый представитель, менеджер по продажам;Мужчина;Москва;49;60;26;"ООО ""СК ""Станкоснаб""";07.04.2020;https://hh.ru/resume/e75240e4000406eb7d0039ed1f764c55793730
1915;09.04.2020;Резюме Senior Sales Manager / IT Sales  / Менеджер по продажам;Мужчина;Москва;29;150;8;CleverData;07.04.2020;https://hh.ru/resume/89ee6b760001c206ba0039ed1f6c785a5a374a
1916;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;22;50;null;AB InBev Efes;07.04.2020;https://hh.ru/resume/1f3dcd3d0007da9dd10039ed1f43566e744c41
1917;09.04.2020;Резюме Торговый представитель, менеджер по продажам;Мужчина;Москва;49;60;26;"ООО ""СК ""Станкоснаб""";07.04.2020;https://hh.ru/resume/e75240e4000406eb7d0039ed1f764c55793730
1918;09.04.2020;Резюме Senior Sales Manager / IT Sales  / Менеджер по продажам;Мужчина;Москва;29;150;8;CleverData;07.04.2020;https://hh.ru/resume/89ee6b760001c206ba0039ed1f6c785a5a374a
1919;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;22;50;null;AB InBev Efes;07.04.2020;https://hh.ru/resume/1f3dcd3d0007da9dd10039ed1f43566e744c41
1920;09.04.2020;Резюме Менеджер;Мужчина;Ростов-на-Дону;39;50;10;ИП;07.04.2020;https://hh.ru/resume/1e83c2c10004077c790039ed1f4c304f72414c
1921;09.04.2020;Резюме Продавец,менеджер;Мужчина;Москва;39;40;17;Hilton Moscow Leningradskaya,Аэропорт Шереметьево-2,р-н Maximilian's.;07.04.2020;https://hh.ru/resume/88bfef6600024e05830039ed1f58796c477454
1922;09.04.2020;Резюме Торговый представитель;Мужчина;Старый Оскол;36;45;11;ТД Белогорья ;07.04.2020;https://hh.ru/resume/d21618df0003f3e0cf0039ed1f734141494a43
1923;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;51;90;14;Элефант Сервис;07.04.2020;https://hh.ru/resume/fc631f230007c457600039ed1f316433697148
1924;09.04.2020;Резюме Управляющий, начальник коммерческого отдела;Мужчина;Волжский(Волгоградская область);0;40;null;"ООО ЧОО ""Федерал'""";07.04.2020;https://hh.ru/resume/5a4766ac000238d8490039ed1f797665385061
1925;09.04.2020;Резюме Менеджер по работе с клиентами. Менеджер по продажам.;Женщина;Воронеж;36;40;12;ОПУС, группа компаний;07.04.2020;https://hh.ru/resume/16bdc2790001724de40039ed1f556d33615a7a
1926;09.04.2020;Резюме Торговый представитель1;Мужчина;Анапа;35;35;10;ИДС Боржоми;07.04.2020;https://hh.ru/resume/4c8c0539000119fb2f0039ed1f435837633064
1927;09.04.2020;Резюме управляющий;Мужчина;Краснодар;38;50;16;ИП Мишнев Р В;07.04.2020;https://hh.ru/resume/bdc95f450001ad87f30039ed1f627970544768
1928;09.04.2020;Резюме Руководитель по развитию бизнеса в сегменте ОВОЩИ ФРУКТЫ СУХОФРУКТЫв СНГ и СДЗ (закупки-продажи);Мужчина;Москва;42;200;16;Частная зарубежная холдинговая компания;07.04.2020;https://hh.ru/resume/ed411df10001d8c3cc0039ed1f62434f426441
1929;09.04.2020;Резюме Торговый представитель;Мужчина;Воронеж;30;40;6;Московский метрополитен, Государственное унитарное предприятие;07.04.2020;https://hh.ru/resume/c401332e0001b0f1e40039ed1f6152566f4b35
1930;09.04.2020;Резюме менеджер по продажам;Женщина;Москва;41;50;10;"Отель ""Брайтон""";07.04.2020;https://hh.ru/resume/aedbb9bb000307d9370039ed1f6b764e656865
1931;09.04.2020;Резюме Руководитель юридического отдела;Мужчина;Нижний Новгород;48;45;29;ООО ,, Мир бетона,,;07.04.2020;https://hh.ru/resume/bae31dff000164f4210039ed1f4e364f534243
1932;09.04.2020;Резюме Менеджер по продажам ;Женщина;Санкт-Петербург;29;80;7;Сертифицированная станция технического обслуживания автомобилей А-21;07.04.2020;https://hh.ru/resume/cf7628100007b945400039ed1f674151784256
1933;09.04.2020;Резюме Торговый представитель;Мужчина;Ревда;30;35;9;"ООО ""Линия 7"" (Nestle)";07.04.2020;https://hh.ru/resume/d41598720001b849d90039ed1f5748484d6279
1934;09.04.2020;Резюме Торговый представитель, супервайзер, руководитель подразделения, на корпоративном автомобиле;Мужчина;Екатеринбург;37;50;9;"АО ""ТК ""МЕГАПОЛИС""";07.04.2020;https://hh.ru/resume/b6e256e400027ffe220039ed1f487770533556
1935;09.04.2020;Резюме Супервайзер, региональный менеджер.;Мужчина;Тюмень;35;50;7;КвадроКом;07.04.2020;https://hh.ru/resume/b860d26200032811be0039ed1f4e5343347064
1936;09.04.2020;Резюме Менеджер;Мужчина;Ставрополь;27;40;null;"ООО ""Трамплин1650""";07.04.2020;https://hh.ru/resume/b218f0c80006ab69df0039ed1f544344697337
1937;09.04.2020;Резюме Менеджер;Мужчина;Пермь;42;40;14;"ЗАО"" РустИнк"" (Русский Стандарт)";07.04.2020;https://hh.ru/resume/330ddd0f0001f0f05a0039ed1f514f4c634464
1938;09.04.2020;Резюме Торговый представитель;Мужчина;Саранск;30;35;8;"ооо "" ФРОНДА-СИТИ""";07.04.2020;https://hh.ru/resume/024eea620007e721d60039ed1f4d325a667537
1939;09.04.2020;Резюме Региональный менеджер;Мужчина;Пятигорск;34;60;11;"ООО ""Пауэр Интернэшнл-шины""";07.04.2020;https://hh.ru/resume/6cb1a189000579398d0039ed1f6e4a34426c53
1940;09.04.2020;Резюме Территориальный супервайзер;Мужчина;Петрозаводск;23;50;5;Красное & Белое, розничная сеть;07.04.2020;https://hh.ru/resume/9fe7a0c90006342a4b0039ed1f4449474f5963
1941;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;33;90;11;Банк Русский Стандарт;07.04.2020;https://hh.ru/resume/2e52aacf00072445440039ed1f614d787a7030
1942;09.04.2020;Резюме Руководитель отдела продаж;Женщина;Сочи;35;100;8;Евро стиль ;07.04.2020;https://hh.ru/resume/d1bc3603000280d07e0039ed1f565375326244
1943;09.04.2020;Резюме Менеджер по работе с клиентами/менеджер по продажам;Женщина;Москва;37;70;null;Аромекс Трейд (поставщик материалов для наружной и внутренней рекламы);07.04.2020;https://hh.ru/resume/208c0645000773e8390039ed1f787172344a4a
1944;09.04.2020;Резюме Ведущий менеджер по продажам;Женщина;Ижевск;50;35;8;"ООО ""ТД Милком""";07.04.2020;https://hh.ru/resume/fadcfd1100075222870039ed1f4a355a364e52
1945;09.04.2020;Резюме Менеджер по продажам ;Мужчина;Ростов-на-Дону;25;50;null;"ООО ?ААА МОТОРС""";07.04.2020;https://hh.ru/resume/5e27b5c60005776eeb0039ed1f683864506a42
1946;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;27;50;6;Новый Петергоф;07.04.2020;https://hh.ru/resume/474961b2000362ee270039ed1f634b7363724d
1947;09.04.2020;Резюме Директор сети магазинов;Женщина;Ачинск;41;50;12;Альбион-2002, ООО;07.04.2020;https://hh.ru/resume/d6fd23b70006c606e90039ed1f71417470634c
1948;09.04.2020;Резюме Управляющий, менеджер, супервайзер;Мужчина;Белово;38;60;13;Совкомбанк;07.04.2020;https://hh.ru/resume/9d74a72b00023bcbb60039ed1f744a46654138
1949;09.04.2020;Резюме Менеджер по работе с клиентами, Менеджер по продажам, Менеджер по работе с партнерами.;Женщина;Санкт-Петербург;30;80;9;Молодострой_24;07.04.2020;https://hh.ru/resume/787dd35f0000e1adb50039ed1f743777504d4d
1950;09.04.2020;Резюме Менеджер по продажам;Мужчина;Иваново (Ивановская область);33;40;10;ооо Умка;07.04.2020;https://hh.ru/resume/83b592c200022718c50039ed1f39656a343052
1951;09.04.2020;Резюме Ведущий менеджер по продажам;Женщина;Новосибирск;28;40;null;"АО"" НПФ Газфонд-пенсионные накопления""";07.04.2020;https://hh.ru/resume/1835385800042e68830039ed1f68466e737671
1952;09.04.2020;Резюме Региональный торговый представитель;Мужчина;Клин;28;65;8;ООО Транслак;07.04.2020;https://hh.ru/resume/5a54181500028fa40c0039ed1f6b316f6e5a62
1953;09.04.2020;Резюме Менеджер,администратор,старший продавец,продавец кассир;Женщина;Москва;43;80;null;ИП Любавский;07.04.2020;https://hh.ru/resume/951800690001f05e510039ed1f4b7055386831
1954;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Москва;38;85;11;ООО Кропоткинский Пивоваренный завод;07.04.2020;https://hh.ru/resume/234eded700015879f20039ed1f56433277556e
1955;09.04.2020;Резюме Менеджер по работе с клиентами;Женщина;Оренбург;30;35;8;Банк ВТБ (ПАО);07.04.2020;https://hh.ru/resume/595dad7500039fb58c0039ed1f4b656b416a73
1956;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;31;50;7;Такси;07.04.2020;https://hh.ru/resume/a32381e60006e268210039ed1f536c6234626c
1957;09.04.2020;Резюме Региональный менеджер;Мужчина;Коломна;35;60;13;РАДИОСИТИ, ООО;07.04.2020;https://hh.ru/resume/b3c124d5000180c0ed0039ed1f566c79796c73
1958;09.04.2020;Резюме Менеджер по продажам,кавист;Мужчина;Красногорск;52;50;7;ООО Армата-М;07.04.2020;https://hh.ru/resume/3a2a39cc00025cd7f00039ed1f586a736c386e
1959;09.04.2020;Резюме Администратор;Женщина;Ессентуки;22;40;null;Золотая подкова;07.04.2020;https://hh.ru/resume/0f497a0f0003de60440039ed1f306132436974
1960;09.04.2020;Резюме Менеджер по продажам,Кредитный специалист, Администратор ,;Мужчина;Санкт-Петербург;32;60;9;ООО КлинТон;07.04.2020;https://hh.ru/resume/9bfa6a82000170bb670039ed1f32784a747176
1961;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;52;180;30;Компания FHM;07.04.2020;https://hh.ru/resume/0b0e93f70007c14cfc0039ed1f6b3143586654
1962;09.04.2020;Резюме Менеджер по работе с клиентами;Женщина;Оренбург;30;35;8;Банк ВТБ (ПАО);07.04.2020;https://hh.ru/resume/595dad7500039fb58c0039ed1f4b656b416a73
1963;09.04.2020;Резюме Торговый представитель;Мужчина;Санкт-Петербург;31;50;7;Такси;07.04.2020;https://hh.ru/resume/a32381e60006e268210039ed1f536c6234626c
1964;09.04.2020;Резюме Региональный менеджер;Мужчина;Коломна;35;60;13;РАДИОСИТИ, ООО;07.04.2020;https://hh.ru/resume/b3c124d5000180c0ed0039ed1f566c79796c73
1965;09.04.2020;Резюме Менеджер по продажам,кавист;Мужчина;Красногорск;52;50;7;ООО Армата-М;07.04.2020;https://hh.ru/resume/3a2a39cc00025cd7f00039ed1f586a736c386e
1966;09.04.2020;Резюме Администратор;Женщина;Ессентуки;22;40;null;Золотая подкова;07.04.2020;https://hh.ru/resume/0f497a0f0003de60440039ed1f306132436974
1967;09.04.2020;Резюме Менеджер по продажам,Кредитный специалист, Администратор ,;Мужчина;Санкт-Петербург;32;60;9;ООО КлинТон;07.04.2020;https://hh.ru/resume/9bfa6a82000170bb670039ed1f32784a747176
1968;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;52;180;30;Компания FHM;07.04.2020;https://hh.ru/resume/0b0e93f70007c14cfc0039ed1f6b3143586654
1969;09.04.2020;Резюме Менеджер по продажам;Женщина;Ростов-на-Дону;22;35;null;"АО ""ПФ ""СКБ Контур""";07.04.2020;https://hh.ru/resume/03dcfc8400040804660039ed1f5170396f4c4a
1970;09.04.2020;Резюме Менеджер по развитию;Мужчина;Нижний Новгород;31;55;11;Компания Поставка;07.04.2020;https://hh.ru/resume/3becf34c00077667cf0039ed1f53527a784959
1971;09.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Фрязино;27;70;null;"ООО ""СВ крафт""";07.04.2020;https://hh.ru/resume/9b02338100079b9a7d0039ed1f397931543070
1972;09.04.2020;Резюме Супервайзер, Региональный представитель, Директор магазина;Мужчина;Пенза;34;50;13;Мясокомбинат фамильные колбасы\хуторок;07.04.2020;https://hh.ru/resume/4ac2ff170002f894440039ed1f653271505849
1973;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Москва;32;100;8;ООО Гранд;07.04.2020;https://hh.ru/resume/23288d7100015dad700039ed1f473676615556
1974;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;39;100;15;ИП Гамаюров;07.04.2020;https://hh.ru/resume/00bf50d9000023a3aa0039ed1f736563726574
1975;09.04.2020;Резюме Менеджер по сервису;Женщина;Санкт-Петербург;45;40;null;"ООО ""KELEANZ Medical"" (продажа медицинского оборудования)";07.04.2020;https://hh.ru/resume/e0f699180004f1685f0039ed1f504a6f6d636c
1976;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Томск;34;60;14;Kelly Services CIS;07.04.2020;https://hh.ru/resume/cdb14e300000e2db040039ed1f70564477754e
1977;09.04.2020;Резюме Специалист по продажам или закупкам промышленного оборудования;Мужчина;Химки;48;100;null;Различные торговые организации ориентированные на поставки промышленного оборудования;07.04.2020;https://hh.ru/resume/4049d7ad00058ff3df0039ed1f61656e6f4e76
1978;09.04.2020;Резюме Территориальный управляющий АЗС.Начальник территориального участка АЗС. Управляющий АЗК (АЗС +АЗГС).;Мужчина;Москва;41;113;null;"ООО ""Частная АЗС""";07.04.2020;https://hh.ru/resume/068e07920007da5c820039ed1f596c6e7a5448
1979;09.04.2020;Резюме Специалист по работе с клиентами, оператор пк,оператор-кассир;Женщина;Москва;43;45;15;ООО Онмакабим-проф.косметика;07.04.2020;https://hh.ru/resume/f7001ad40001d339100039ed1f7a484f5a306d
1980;09.04.2020;Резюме Менеджер по работе с сетями, супервайзер;Мужчина;Королев;41;40;7;ооо ЮЛИС;07.04.2020;https://hh.ru/resume/918b0edc000223ecf00039ed1f6e3151434759
1981;09.04.2020;Резюме Торговый представитель;Мужчина;Чита;31;60;6;"ООО ""Автоломбард Медведь""";07.04.2020;https://hh.ru/resume/c5d36e7c0001786ebb0039ed1f71774c313030
1982;09.04.2020;Резюме Руководитель отдела продаж ;Женщина;Краснодар;34;60;13;ООО Айтиком;07.04.2020;https://hh.ru/resume/fc400b6d000713d9940039ed1f6c3076363956
1983;09.04.2020;Резюме chief of sales department, key manager;Male;Moscow;42;150;null;"LLC ""New Company"" , dealer of wallpapers factories";07.04.2020;https://hh.ru/resume/38a58f2400002b9c4f0039ed1f736563726574
1984;09.04.2020;Резюме Специалист по алмазам и полудрагоценным камням;Мужчина;Москва;24;65;null;Адамо-Адамантес;07.04.2020;https://hh.ru/resume/b885e20b00055c55830039ed1f717549324679
1985;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Москва;35;60;10;"ООО ""Сетел""";07.04.2020;https://hh.ru/resume/87eb952a0000e179b30039ed1f364d3279487a
1986;09.04.2020;Резюме Технический специалист;Мужчина;Санкт-Петербург;34;45;8;"ООО ""Комтек""";07.04.2020;https://hh.ru/resume/35fc85eb00021907f20039ed1f594c63476577
1987;09.04.2020;Резюме Торговый представитель;Мужчина;Екатеринбург;36;80;12;"ООО""миллениум""";07.04.2020;https://hh.ru/resume/47a23983000386baaf0039ed1f734a5869326f
1988;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;33;80;8;Индивидуальное предпринимательство / частная практика / фриланс;07.04.2020;https://hh.ru/resume/0612758a000261ff610039ed1f766542435530
1989;09.04.2020;Резюме Торговый представитель;Мужчина;Учалы;44;45;11;ООО ПК Балтика;07.04.2020;https://hh.ru/resume/c6b919e700050c0da00039ed1f587172484c64
1990;09.04.2020;Резюме Ведущий менеджер по работе с ключевыми клиентами (Руководитель отдела);Мужчина;Елец;32;50;9;"ООО ""АМТ-Черноземье""";07.04.2020;https://hh.ru/resume/6c5fde6f0001f60d4e0039ed1f694269446873
1991;09.04.2020;Резюме Торговый представитель;Мужчина;Екатеринбург;32;50;7;Уралинтерьер, ООО;07.04.2020;https://hh.ru/resume/a3d8606000048003480039ed1f716e41335a33
1992;09.04.2020;Резюме Менежер по продажам;Мужчина;Кемерово;38;45;10;ООО Тодос;07.04.2020;https://hh.ru/resume/7c7daecd0003acc4170039ed1f4f5478374b4a
1993;09.04.2020;Резюме Торговый представитель;Мужчина;Южно-Сахалинск;35;60;13;"ФКУ ""Сахалинская РПСБ""";07.04.2020;https://hh.ru/resume/22c388f70002840a3f0039ed1f466649614a76
1994;09.04.2020;Резюме Торговый представитель , Управляющий, Старший менеджер;Женщина;Хабаровск;30;55;9;Окей Авто;07.04.2020;https://hh.ru/resume/44291d480002d05f530039ed1f37536b67487a
1995;09.04.2020;Резюме Торговый представитель;Мужчина;Москва;25;50;null;ООО Лидер Тим;07.04.2020;https://hh.ru/resume/6f0cbfc40007addcdc0039ed1f444a47345675
1996;09.04.2020;Резюме Менеджер по продажам, Торговый представитель.;Мужчина;Калининград;22;40;null;Столото;07.04.2020;https://hh.ru/resume/822a8bf500032b46690039ed1f4555486b5633
1997;09.04.2020;Резюме Региональный менеджер;Женщина;Красноярск;39;75;14;Лента, федеральная розничная сеть;07.04.2020;https://hh.ru/resume/caa2f2590001010e9f0039ed1f327948384f31
1998;09.04.2020;Резюме Менеджер по продажам;Мужчина;Люберцы;30;50;11;АМЕТ -Технологии;07.04.2020;https://hh.ru/resume/835eb17a0005a74c0e0039ed1f7a764d687576
1999;09.04.2020;Резюме Торговый представитель;Мужчина;Москва;41;35;16;Анненфельд ;07.04.2020;https://hh.ru/resume/cc59b6cd0000ba12f70039ed1f736563726574
2000;09.04.2020;Резюме Директор по продажам;Женщина;Екатеринбург;46;60;11;"ПАО СК ""Росгосстрах""";07.04.2020;https://hh.ru/resume/ff08db84000547f8380039ed1f4250396c5438
2001;09.04.2020;Резюме Менеджер по работе с артистами;Мужчина;Москва;32;80;9;Ательер;07.04.2020;https://hh.ru/resume/f1f2c11c0007e1c4920039ed1f787771317a6b
2002;09.04.2020;Резюме Торговый Представитель;Мужчина;Новоалтайск;28;60;6;Ооо Алт Фуд;07.04.2020;https://hh.ru/resume/97238eb10002fd68c80039ed1f556a58644e56
2003;09.04.2020;Резюме Администратор;Женщина;Москва;28;65;5;"International Cosmetic Group ""ICG"" ( направление MyStyle)";07.04.2020;https://hh.ru/resume/4c85484a00068a9c970039ed1f4c4f46397a77
2004;09.04.2020;Резюме Торговый представитель;Мужчина;Тольятти;31;40;5;Навигатор;07.04.2020;https://hh.ru/resume/4aa8064f000313c56e0039ed1f547a78723852
2005;09.04.2020;Резюме менеджер по продажам.;Мужчина;Воронеж;36;35;13;Лэнд-Воронеж;07.04.2020;https://hh.ru/resume/8b208fbe0000c54d300039ed1f573675417653
2006;09.04.2020;Резюме Менеджер ;Мужчина;Москва;27;80;8;Московский индустриальный Банк, ОАО;07.04.2020;https://hh.ru/resume/c1a94e3500067a588c0039ed1f4a696270484f
2007;09.04.2020;Резюме Торговый представитель, менеджер по продажам;Мужчина;Ярославль;24;40;null;Цитадель, Общероссийская Дверная Биржа;07.04.2020;https://hh.ru/resume/1c645b9d00051cf8200039ed1f566d64707535
2008;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;45;200;19;"ООО ""Русское Лото Победа"" (Группа компаний Гослото)";07.04.2020;https://hh.ru/resume/65a8f74c0005e5205b0039ed1f3172674d6b47
2009;09.04.2020;Резюме Торговый представитель;Мужчина;Омск;31;45;12;ТФ Николь;07.04.2020;https://hh.ru/resume/d6ef921e0002b37bda0039ed1f576262767346
2010;09.04.2020;Резюме Руководитель госпитального направления (Менеджер по продажам);Женщина;Москва;38;100;18;"ООО ""ГердаМед""";07.04.2020;https://hh.ru/resume/52ab3882000240c3450039ed1f5641486b446d
2011;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Брянск;34;55;10;"Пивоваренная компания ?Балтика?, часть Carlsberg Group""";07.04.2020;https://hh.ru/resume/06fa0c4500028a93ed0039ed1f74766e465667
2012;09.04.2020;Резюме Специалист по коммерческой недвижимости;Мужчина;Москва;47;120;18;"Агентство элитной недвижимости ""Delta Estate""";07.04.2020;https://hh.ru/resume/896d6bde0001b3ecec0039ed1f42493756686c
2013;09.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Москва;30;70;10;ГБУ Московские Сезоны;07.04.2020;https://hh.ru/resume/c88f70670001d4f8010039ed1f423534533669
2014;09.04.2020;Резюме Региональный менеджер;Мужчина;Волжск;42;50;17;ООО ТК Транс Трейд;07.04.2020;https://hh.ru/resume/305851fc0004eafe8f0039ed1f747272494131
2015;09.04.2020;Резюме Менеджер по продажам;Женщина;Москва;31;70;11;NIC CLUB;07.04.2020;https://hh.ru/resume/e84fd33100075568c90039ed1f397a3446564d
2016;09.04.2020;Резюме Торговый представитель;Мужчина;Орехово-Зуево;41;55;10;"ООО""Противопожарные Технологии""";07.04.2020;https://hh.ru/resume/aa108fc50003895ca00039ed1f744e6f744e6b
2017;09.04.2020;Резюме Региональный менеджер;Женщина;Москва;26;100;5;Русская Косметика, ООО;07.04.2020;https://hh.ru/resume/1635a15a000444640a0039ed1f4f4e516c6e65
2018;09.04.2020;Резюме Директор по продажам;Женщина;Новосибирск;0;50;9;ООО Линзмастер;07.04.2020;https://hh.ru/resume/36bd57bc0002280a9a0039ed1f755854784e6a
2019;09.04.2020;Резюме Торговый представитель;Женщина;Красноярск;32;60;7;ПКФ ВиАС;07.04.2020;https://hh.ru/resume/8e90a1c30001bff1ac0039ed1f6e75366c6651
2020;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;38;70;9;ООО Стеклопакеты и стекло-Центр;07.04.2020;https://hh.ru/resume/ebc202d200024f8c850039ed1f494333574746
2021;09.04.2020;Резюме Торговый представитель.;Мужчина;Ангарск;42;45;12;"ЗАО"" Стройкомплекс""";07.04.2020;https://hh.ru/resume/a736735000036f7c380039ed1f4e5161614735
2022;09.04.2020;Резюме Торговый представитель;Мужчина;Москва;34;80;16;"Гбу ""Жилищник района Южнопортовый""";07.04.2020;https://hh.ru/resume/03f9306600078a52bb0039ed1f596f6e363146
2023;09.04.2020;Резюме Старший специалист по продажам;Мужчина;Санкт-Петербург;29;55;5;ELECTRA BICYCLE COMPANY;07.04.2020;https://hh.ru/resume/c04b78fd000246b4ad0039ed1f78797774476f
