;entrydate;title;gender;city;age;salary;experience;last_job;updated;link
2024;09.04.2020;Резюме Менеджер по продажам / по работе с клиентами;Мужчина;Москва;38;80;18;"ООО ""Миэль""";07.04.2020;https://hh.ru/resume/2dd378b3000298685c0039ed1f793453764e6e
2025;09.04.2020;Резюме Торговый представитель по работе с сетями;Мужчина;Санкт-Петербург;30;45;7;Diageo;07.04.2020;https://hh.ru/resume/eb64129c0003f4c0e70039ed1f58694531306d
2026;09.04.2020;Резюме Торговый представитель, территориальный менеджер, тренер по продукту;Мужчина;Казань;27;70;7;ДС коммуникейшен;07.04.2020;https://hh.ru/resume/590531510000a3e5030039ed1f736563726574
2027;09.04.2020;Резюме Менеджер по работе с ключевыми клиентами;Мужчина;Санкт-Петербург;33;100;16;Сомелье пивных традиций;07.04.2020;https://hh.ru/resume/fab6e6a1000362f9490039ed1f6439484b4b47
2028;09.04.2020;Резюме менеджер;Мужчина;Москва;45;55;13;"ООО ""Чартер Билет"" по договору";07.04.2020;https://hh.ru/resume/f261e4050006a57d6d0039ed1f4d37504a6758
2029;09.04.2020;Резюме Специалист;Женщина;Тюмень;27;207;6;Workle;07.04.2020;https://hh.ru/resume/df617f1800043128750039ed1f6f4f39736258
2030;09.04.2020;Резюме Продавец-консультант в магазин женской одежды;Женщина;Санкт-Петербург;55;35;null;магазин женской одежды;07.04.2020;https://hh.ru/resume/b227c6450005b450090039ed1f416f70507567
2031;09.04.2020;Резюме Продавец-консультант, менеджер по продажам, администратор;Женщина;Москва;47;50;8;ООО Уход за руками и телом;07.04.2020;https://hh.ru/resume/6c1ef0a2000528cdcb0039ed1f526761454251
2032;09.04.2020;Резюме Менеджер по работе с клиентами;Женщина;Ростов-на-Дону;0;45;6;ООО СТАНДАРТ ТЕСТ ;07.04.2020;https://hh.ru/resume/c851babe0006d1cb3e0039ed1f5152456d7463
2033;09.04.2020;Резюме Менеджер по продажам ;Мужчина;Балашиха;30;70;null;ООО Вкусвилл;07.04.2020;https://hh.ru/resume/9ec887020003a305c10039ed1f324a35433851
2034;09.04.2020;Резюме Старший менеджер по оптовым продажам;Мужчина;Москва;51;80;null;Альянс;07.04.2020;https://hh.ru/resume/00c6595900031ea4cd0039ed1f484138327561
2035;09.04.2020;Резюме Директор по продажам, руководитель филиала;Мужчина;Тольятти;57;70;20;"ООО ""ТЕХНОСНАБ""";07.04.2020;https://hh.ru/resume/6ae58d2e0002174b120039ed1f476c796c6d75
2036;09.04.2020;Резюме Торговый представитель;Женщина;Дзержинск (Нижегородская область);43;35;17;Сладкая жизнь, компания;07.04.2020;https://hh.ru/resume/b4db39d10001d363080039ed1f4a666c314c6d
2037;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Благовещенск (Амурская область);30;60;8;British American Tobacco Russia;07.04.2020;https://hh.ru/resume/b2d29226000227e2920039ed1f377673687965
2038;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;29;60;5;ИП Шостак А.А.;07.04.2020;https://hh.ru/resume/f268de400005d4c7790039ed1f365457387465
2039;09.04.2020;Резюме Старший кассир,администратор кассир,заместитель директора,секретарь на ресепшен;Женщина;Москва;27;45;null;FASHION HOUSE, группа компаний;07.04.2020;https://hh.ru/resume/753bb17f000442735c0039ed1f646772337250
2040;09.04.2020;Резюме Руководитель/Супервайзер;Женщина;Москва;28;80;6;Дочки & Сыночки, сеть супермаркетов;07.04.2020;https://hh.ru/resume/13a1162800033604240039ed1f664454454770
2041;09.04.2020;Резюме Региональный менеджер;Мужчина;Самара;34;70;10;ООО ПРЕСТИЖ ;07.04.2020;https://hh.ru/resume/b8d654d500047780580039ed1f356b75777338
2042;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;32;200;9;ИнфоБип, ООО;07.04.2020;https://hh.ru/resume/cd6e0dad0001373b8b0039ed1f54494e585035
2043;09.04.2020;Резюме Территориальный менеджер, супервайзер;Женщина;Челябинск;34;60;11;ООО Альпари Екатеринбург;07.04.2020;https://hh.ru/resume/fc56268b0003538e570039ed1f37536e577453
2044;09.04.2020;Резюме Менеджер по продажам;Женщина;Москва;28;50;null;Ароматный мир;07.04.2020;https://hh.ru/resume/8dbd2b2200045820570039ed1f6e7252517565
2045;09.04.2020;Резюме Администратор торгового зала;Женщина;Москва;21;50;null;Фэшнпоинт, ООО;07.04.2020;https://hh.ru/resume/8cf97bf40006e966660039ed1f317341626966
2046;09.04.2020;Резюме Руководитель/Супервайзер;Женщина;Москва;28;80;6;Дочки & Сыночки, сеть супермаркетов;07.04.2020;https://hh.ru/resume/13a1162800033604240039ed1f664454454770
2047;09.04.2020;Резюме Региональный менеджер;Мужчина;Самара;34;70;10;ООО ПРЕСТИЖ ;07.04.2020;https://hh.ru/resume/b8d654d500047780580039ed1f356b75777338
2048;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;32;200;9;ИнфоБип, ООО;07.04.2020;https://hh.ru/resume/cd6e0dad0001373b8b0039ed1f54494e585035
2049;09.04.2020;Резюме Территориальный менеджер, супервайзер;Женщина;Челябинск;34;60;11;ООО Альпари Екатеринбург;07.04.2020;https://hh.ru/resume/fc56268b0003538e570039ed1f37536e577453
2050;09.04.2020;Резюме Менеджер по продажам;Женщина;Москва;28;50;null;Ароматный мир;07.04.2020;https://hh.ru/resume/8dbd2b2200045820570039ed1f6e7252517565
2051;09.04.2020;Резюме Администратор торгового зала;Женщина;Москва;21;50;null;Фэшнпоинт, ООО;07.04.2020;https://hh.ru/resume/8cf97bf40006e966660039ed1f317341626966
2052;09.04.2020;Резюме менеджер по продажам и закупкам;Женщина;Санкт-Петербург;41;50;12;"ООО ""Сектор"" товары для дома";07.04.2020;https://hh.ru/resume/8a6b7f6d0000d6b36f0039ed1f6c6b77725843
2053;09.04.2020;Резюме Менеджер по продажам;Мужчина;Шахты;43;70;17;Тонвидео;07.04.2020;https://hh.ru/resume/f790a6720000e602cd0039ed1f59783674436d
2054;09.04.2020;Резюме Директор по продажам FMCG ;Мужчина;Москва;37;250;14;"АПК ""Промагро""";07.04.2020;https://hh.ru/resume/c6d024c500053d32260039ed1f7a6f75646e52
2055;09.04.2020;Резюме Менеджер по продажам;Женщина;Краснодар;37;80;5;ООО ДомБытХим;07.04.2020;https://hh.ru/resume/b2d00f4b0007384e820039ed1f6134374a5a73
2056;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Воронеж;32;50;10;АО ?РУСКАН Дистрибьюшн? (Royal Canin);07.04.2020;https://hh.ru/resume/ec8cb5f300079506c50039ed1f705673505858
2057;09.04.2020;Резюме Менеджер по продажам/торговый представитель;Мужчина;Москва;41;75;13;"АО"" Невские берега""";07.04.2020;https://hh.ru/resume/cfcaaba300026dd02e0039ed1f476e344d394b
2058;09.04.2020;Резюме Специалист по продажам;Мужчина;Мытищи;29;70;6;"ООО ""ВАЛЛИ""";07.04.2020;https://hh.ru/resume/ae2df9a900018601c90039ed1f53746f496a45
2059;09.04.2020;Резюме Помощник флориста;Женщина;Москва;0;35;null;Бетховен сеть зоомагазинов;07.04.2020;https://hh.ru/resume/97c4520000071eb50b0039ed1f624379795267
2060;09.04.2020;Резюме Директор по продажам;Мужчина;Москва;54;170;30;Атлант-право, ООО;07.04.2020;https://hh.ru/resume/3b4f82c8000358930b0039ed1f695a746f7051
2061;09.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Воронеж;26;35;null;СДЮШОР;07.04.2020;https://hh.ru/resume/5574390f0003053b000039ed1f786469417047
2062;09.04.2020;Резюме менеджер;Мужчина;Кострома;29;35;null;ДиамантАвто;07.04.2020;https://hh.ru/resume/d194965b0002bbddb20039ed1f466b65784552
2063;09.04.2020;Резюме Менеджер по продажам;Женщина;Москва;34;100;13;Mebelvia;07.04.2020;https://hh.ru/resume/21b888a60000250aee0039ed1f736563726574
2064;09.04.2020;Резюме Супервайзер торговых представителей;Мужчина;Старый Оскол;30;50;7;СНС, Группа Компаний;07.04.2020;https://hh.ru/resume/92dc9f8e00066a1a4c0039ed1f6e6641446362
2065;09.04.2020;Резюме Сомелье - кавист;Мужчина;Мытищи;44;70;28;Индивидуальное предпринимательство / частная практика / фриланс;07.04.2020;https://hh.ru/resume/0f4eadc600079b2cf20039ed1f477879546662
2066;09.04.2020;Резюме Директор по продажам;Женщина;Москва;0;180;14;"ООО ?Энжитрон Рус""";07.04.2020;https://hh.ru/resume/00334e4c0002623ac90039ed1f5654586f3272
2067;09.04.2020;Резюме Менеджер по работе с клиентами;Женщина;Сочи;30;40;6;Арога-Омс;07.04.2020;https://hh.ru/resume/f97fc6630002067d2d0039ed1f333958773476
2068;09.04.2020;Резюме Продавец-консультант;Женщина;Санкт-Петербург;35;40;11;Мир Света;07.04.2020;https://hh.ru/resume/7d8991120007ade3d10039ed1f7144654c686e
2069;09.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Москва;22;50;null;Стомгрупп;07.04.2020;https://hh.ru/resume/fc90375000036dfb740039ed1f73396f346664
2070;09.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;26;70;null;Сбербанк;07.04.2020;https://hh.ru/resume/9096344200036c22a20039ed1f4666676d7649
2071;09.04.2020;Резюме Руководитель юридического отдела;Мужчина;Азов;37;50;9;Управление Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека по Ростовской области РОСПОТРЕБНАДЗОР;07.04.2020;https://hh.ru/resume/405e2bd50004bdc0950039ed1f674a74714c74
2072;09.04.2020;Резюме Старший Продавец-Кассир;Женщина;Москва;44;42;5;Мираторг, Агропромышленный холдинг;07.04.2020;https://hh.ru/resume/7e2f2eb300028e36650039ed1f394335586a44
